verbatimIdentification,cleanedTaxonomy,ambiguous,selected_match,scientificName,taxonRank,scientificNameID,kingdom,phylum,class,order,family,genus,match_type_debug,nameAccordingTo
Eukaryota;Chordata;Actinopteri;Scombriformes;Bramidae;Brama,Eukaryota;Chordata;Actinopteri;Scombriformes;Bramidae;Brama,False,True,Brama,Genus,urn:lsid:marinespecies.org:taxname:125924,Animalia,Chordata,Teleostei,Scombriformes,Bramidae,Brama,Success_Batch_Brama,WoRMS
Eukaryota;Chordata;Actinopteri;Scombriformes;Bramidae;Pterycombus,Eukaryota;Chordata;Actinopteri;Scombriformes;Bramidae;Pterycombus,False,True,Pterycombus,Genus,urn:lsid:marinespecies.org:taxname:125926,Animalia,Chordata,Teleostei,Scombriformes,Bramidae,Pterycombus,Success_Batch_Pterycombus,WoRMS
Eukaryota;Chordata;Actinopteri;Scombriformes;Bramidae;Pterycombus;Pterycombus brama,Eukaryota;Chordata;Actinopteri;Scombriformes;Bramidae;Pterycombus;Pterycombus brama,False,True,Pterycombus brama,Species,urn:lsid:marinespecies.org:taxname:126785,Animalia,Chordata,Teleostei,Scombriformes,Bramidae,Pterycombus,Success_Batch_Pterycombus brama,WoRMS
Eukaryota;Chordata;Actinopteri;Scombriformes;Bramidae;Taractichthys;Taractichthys steindachneri,Eukaryota;Chordata;Actinopteri;Scombriformes;Bramidae;Taractichthys;Taractichthys steindachneri,False,True,Taractichthys steindachneri,Species,urn:lsid:marinespecies.org:taxname:221420,Animalia,Chordata,Teleostei,Scombriformes,Bramidae,Taractichthys,Success_Batch_Taractichthys steindachneri,WoRMS
Eukaryota;Chordata;Actinopteri;Scombriformes;Gempylidae;Diplospinus;Diplospinus multistriatus,Eukaryota;Chordata;Actinopteri;Scombriformes;Gempylidae;Diplospinus;Diplospinus multistriatus,False,True,Diplospinus multistriatus,Species,urn:lsid:marinespecies.org:taxname:126861,Animalia,Chordata,Teleostei,Scombriformes,Gempylidae,Diplospinus,Success_Batch_Diplospinus multistriatus,WoRMS
Eukaryota;Chordata;Actinopteri;Scombriformes;Gempylidae;Gempylus;Gempylus serpens,Eukaryota;Chordata;Actinopteri;Scombriformes;Gempylidae;Gempylus;Gempylus serpens,False,False,Gempylus serpens,Species,urn:lsid:marinespecies.org:taxname:126862,Animalia,Chordata,Teleostei,Scombriformes,Gempylidae,Gempylus,Success_Batch_Gempylus serpens,WoRMS
Eukaryota;Chordata;Actinopteri;Scombriformes;Gempylidae;Neoepinnula;Neoepinnula americana,Eukaryota;Chordata;Actinopteri;Scombriformes;Gempylidae;Neoepinnula;Neoepinnula americana,False,True,Neoepinnula americana,Species,urn:lsid:marinespecies.org:taxname:159712,Animalia,Chordata,Teleostei,Scombriformes,Gempylidae,Neoepinnula,Success_Batch_Neoepinnula americana,WoRMS
Eukaryota;Chordata;Actinopteri;Scombriformes;Gempylidae;Neoepinnula;Neoepinnula americana,Eukaryota;Chordata;Actinopteri;Scombriformes;Gempylidae;Neoepinnula;Neoepinnula americana,False,True,Neoepinnula americana,Species,urn:lsid:marinespecies.org:taxname:159712,Animalia,Chordata,Teleostei,Scombriformes,Gempylidae,Neoepinnula,Success_Batch_Neoepinnula americana,WoRMS
Eukaryota;Chordata;Actinopteri;Scombriformes;Nomeidae;Cubiceps;Cubiceps baxteri,Eukaryota;Chordata;Actinopteri;Scombriformes;Nomeidae;Cubiceps;Cubiceps baxteri,False,True,Cubiceps baxteri,Species,urn:lsid:marinespecies.org:taxname:219745,Animalia,Chordata,Teleostei,Scombriformes,Nomeidae,Cubiceps,Success_Batch_Cubiceps baxteri,WoRMS
Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae,Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae,False,True,Scombridae,Family,urn:lsid:marinespecies.org:taxname:125559,Animalia,Chordata,Teleostei,Scombriformes,Scombridae,,Success_Batch_Scombridae,WoRMS
Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Auxis,Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Auxis,False,True,Auxis,Genus,urn:lsid:marinespecies.org:taxname:126057,Animalia,Chordata,Teleostei,Scombriformes,Scombridae,Auxis,Success_Batch_Auxis,WoRMS
Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Auxis;Auxis rochei,Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Auxis;Auxis rochei,False,True,Auxis rochei,Species,urn:lsid:marinespecies.org:taxname:127015,Animalia,Chordata,Teleostei,Scombriformes,Scombridae,Auxis,Success_Batch_Auxis rochei,WoRMS
Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Auxis;Auxis thazard,Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Auxis;Auxis thazard,False,True,Auxis thazard,Species,urn:lsid:marinespecies.org:taxname:127016,Animalia,Chordata,Teleostei,Scombriformes,Scombridae,Auxis,Success_Batch_Auxis thazard,WoRMS
Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Scomber;Scomber colias,Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Scomber;Scomber colias,False,True,Scomber colias,Species,urn:lsid:marinespecies.org:taxname:151174,Animalia,Chordata,Teleostei,Scombriformes,Scombridae,Scomber,Success_Batch_Scomber colias,WoRMS
Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Scomberomorus;Scomberomorus cavalla,Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Scomberomorus;Scomberomorus cavalla,False,False,Scomberomorus cavalla,Species,urn:lsid:marinespecies.org:taxname:159340,Animalia,Chordata,Teleostei,Scombriformes,Scombridae,Scomberomorus,Success_Batch_Scomberomorus cavalla,WoRMS
Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Thunnini,Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Thunnini,False,True,Theninae,Subfamily,urn:lsid:marinespecies.org:taxname:382775,Animalia,Arthropoda,Malacostraca,Decapoda,Scyllaridae,,Success_Batch_Thunnini,WoRMS
Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Thunnini,Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Thunnini,False,False,Theninae,Subfamily,urn:lsid:marinespecies.org:taxname:382775,Animalia,Arthropoda,Malacostraca,Decapoda,Scyllaridae,,Success_Batch_Thunnini,WoRMS
Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Thunnus,Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Thunnus,False,True,Thunnus,Genus,urn:lsid:marinespecies.org:taxname:126065,Animalia,Chordata,Teleostei,Scombriformes,Scombridae,Thunnus,Success_Batch_Thunnus,WoRMS
Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Thunnus,Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Thunnus,False,False,Thunnus,Genus,urn:lsid:marinespecies.org:taxname:126065,Animalia,Chordata,Teleostei,Scombriformes,Scombridae,Thunnus,Success_Batch_Thunnus,WoRMS
Eukaryota;Chordata;Actinopteri;Scombriformes;Stromateidae;Peprilus;Peprilus burti,Eukaryota;Chordata;Actinopteri;Scombriformes;Stromateidae;Peprilus;Peprilus burti,False,True,Peprilus burti,Species,urn:lsid:marinespecies.org:taxname:276560,Animalia,Chordata,Teleostei,Scombriformes,Stromateidae,Peprilus,Success_Batch_Peprilus burti,WoRMS
Eukaryota;Chordata;Actinopteri;Scombriformes;Stromateidae;Peprilus;Peprilus burti,Eukaryota;Chordata;Actinopteri;Scombriformes;Stromateidae;Peprilus;Peprilus burti,False,True,Peprilus burti,Species,urn:lsid:marinespecies.org:taxname:276560,Animalia,Chordata,Teleostei,Scombriformes,Stromateidae,Peprilus,Success_Batch_Peprilus burti,WoRMS
Eukaryota;Chordata;Actinopteri;Scombriformes;Trichiuridae;Benthodesmus,Eukaryota;Chordata;Actinopteri;Scombriformes;Trichiuridae;Benthodesmus,False,True,Benthodesmus,Genus,urn:lsid:marinespecies.org:taxname:126096,Animalia,Chordata,Teleostei,Scombriformes,Trichiuridae,Benthodesmus,Success_Batch_Benthodesmus,WoRMS
Eukaryota;Chordata;Actinopteri;Scombriformes;Trichiuridae;Benthodesmus;Benthodesmus simonyi,Eukaryota;Chordata;Actinopteri;Scombriformes;Trichiuridae;Benthodesmus;Benthodesmus simonyi,False,False,Benthodesmus simonyi,Species,urn:lsid:marinespecies.org:taxname:127087,Animalia,Chordata,Teleostei,Scombriformes,Trichiuridae,Benthodesmus,Success_Batch_Benthodesmus simonyi,WoRMS
Eukaryota;Chordata;Actinopteri;Scombriformes;Trichiuridae;Lepidopus;Lepidopus altifrons,Eukaryota;Chordata;Actinopteri;Scombriformes;Trichiuridae;Lepidopus;Lepidopus altifrons,False,True,Lepidopus altifrons,Species,urn:lsid:marinespecies.org:taxname:159367,Animalia,Chordata,Teleostei,Scombriformes,Trichiuridae,Lepidopus,Success_Batch_Lepidopus altifrons,WoRMS
Eukaryota;Chordata;Actinopteri;Scombriformes;Trichiuridae;Lepidopus;Lepidopus altifrons,Eukaryota;Chordata;Actinopteri;Scombriformes;Trichiuridae;Lepidopus;Lepidopus altifrons,False,True,Lepidopus altifrons,Species,urn:lsid:marinespecies.org:taxname:159367,Animalia,Chordata,Teleostei,Scombriformes,Trichiuridae,Lepidopus,Success_Batch_Lepidopus altifrons,WoRMS
Eukaryota;Chordata;Actinopteri;Stomiiformes;Gonostomatidae;Bonapartia;Bonapartia pedaliota,Eukaryota;Chordata;Actinopteri;Stomiiformes;Gonostomatidae;Bonapartia;Bonapartia pedaliota,False,True,Zaphotias pedaliotus,Species,urn:lsid:marinespecies.org:taxname:322499,Animalia,Chordata,Teleostei,Stomiiformes,Gonostomatidae,Zaphotias,Success_Batch_Bonapartia pedaliota,WoRMS
Eukaryota;Chordata;Actinopteri;Stomiiformes;Gonostomatidae;Sigmops,Eukaryota;Chordata;Actinopteri;Stomiiformes;Gonostomatidae;Sigmops,False,True,Sigmops,Genus,urn:lsid:marinespecies.org:taxname:221510,Animalia,Chordata,Teleostei,Stomiiformes,Gonostomatidae,Sigmops,Success_Batch_Sigmops,WoRMS
Eukaryota;Chordata;Actinopteri;Stomiiformes;Gonostomatidae;Sigmops;Sigmops elongatus,Eukaryota;Chordata;Actinopteri;Stomiiformes;Gonostomatidae;Sigmops;Sigmops elongatus,False,True,Sigmops elongatus,Species,urn:lsid:marinespecies.org:taxname:221512,Animalia,Chordata,Teleostei,Stomiiformes,Gonostomatidae,Sigmops,Success_Batch_Sigmops elongatus,WoRMS
Eukaryota;Chordata;Actinopteri;Stomiiformes;Phosichthyidae;Vinciguerria,Eukaryota;Chordata;Actinopteri;Stomiiformes;Phosichthyidae;Vinciguerria,False,True,Vinciguerria,Genus,urn:lsid:marinespecies.org:taxname:126194,Animalia,Chordata,Teleostei,Stomiiformes,Vinciguerriidae,Vinciguerria,Success_Batch_Vinciguerria,WoRMS
Eukaryota;Chordata;Actinopteri;Stomiiformes;Phosichthyidae;Vinciguerria;Vinciguerria nimbaria,Eukaryota;Chordata;Actinopteri;Stomiiformes;Phosichthyidae;Vinciguerria;Vinciguerria nimbaria,False,True,Vinciguerria nimbaria,Species,urn:lsid:marinespecies.org:taxname:127303,Animalia,Chordata,Teleostei,Stomiiformes,Vinciguerriidae,Vinciguerria,Success_Batch_Vinciguerria nimbaria,WoRMS
Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Maurolicus,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Maurolicus,False,False,Maurolicus,Genus,urn:lsid:marinespecies.org:taxname:126197,Animalia,Chordata,Teleostei,Stomiiformes,Sternoptychidae,Maurolicus,Success_Batch_Maurolicus,WoRMS
Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Maurolicus;Maurolicus weitzmani,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Maurolicus;Maurolicus weitzmani,False,True,Maurolicus weitzmani,Species,urn:lsid:marinespecies.org:taxname:158838,Animalia,Chordata,Teleostei,Stomiiformes,Sternoptychidae,Maurolicus,Success_Batch_Maurolicus weitzmani,WoRMS
Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Maurolicus;Maurolicus weitzmani,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Maurolicus;Maurolicus weitzmani,False,False,Maurolicus weitzmani,Species,urn:lsid:marinespecies.org:taxname:158838,Animalia,Chordata,Teleostei,Stomiiformes,Sternoptychidae,Maurolicus,Success_Batch_Maurolicus weitzmani,WoRMS
Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Polyipnus;Polyipnus asteroides,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Polyipnus;Polyipnus asteroides,False,True,Polyipnus asteroides,Species,urn:lsid:marinespecies.org:taxname:158839,Animalia,Chordata,Teleostei,Stomiiformes,Sternoptychidae,Polyipnus,Success_Batch_Polyipnus asteroides,WoRMS
Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Polyipnus;Polyipnus asteroides,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Polyipnus;Polyipnus asteroides,False,False,Polyipnus asteroides,Species,urn:lsid:marinespecies.org:taxname:158839,Animalia,Chordata,Teleostei,Stomiiformes,Sternoptychidae,Polyipnus,Success_Batch_Polyipnus asteroides,WoRMS
Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Valenciennellus;Valenciennellus tripunctulatus,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Valenciennellus;Valenciennellus tripunctulatus,False,True,Valenciennellus tripunctulatus,Species,urn:lsid:marinespecies.org:taxname:127316,Animalia,Chordata,Teleostei,Stomiiformes,Sternoptychidae,Valenciennellus,Success_Batch_Valenciennellus tripunctulatus,WoRMS
Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Valenciennellus;Valenciennellus tripunctulatus,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Valenciennellus;Valenciennellus tripunctulatus,False,True,Valenciennellus tripunctulatus,Species,urn:lsid:marinespecies.org:taxname:127316,Animalia,Chordata,Teleostei,Stomiiformes,Sternoptychidae,Valenciennellus,Success_Batch_Valenciennellus tripunctulatus,WoRMS
Eukaryota;Chordata;Actinopteri;Stomiiformes;Stomiidae;Aristostomias;Aristostomias tittmanni,Eukaryota;Chordata;Actinopteri;Stomiiformes;Stomiidae;Aristostomias;Aristostomias tittmanni,False,True,Aristostomias tittmanni,Species,urn:lsid:marinespecies.org:taxname:127319,Animalia,Chordata,Teleostei,Stomiiformes,Stomiidae,Aristostomias,Success_Batch_Aristostomias tittmanni,WoRMS
Eukaryota;Chordata;Actinopteri;Stomiiformes;Stomiidae;Bathophilus;NA,Eukaryota;Chordata;Actinopteri;Stomiiformes;Stomiidae;Bathophilus;NA,False,True,Bathophilus,Genus,urn:lsid:marinespecies.org:taxname:126203,Animalia,Chordata,Teleostei,Stomiiformes,Stomiidae,Bathophilus,Success_Batch_Bathophilus,WoRMS
Eukaryota;Chordata;Actinopteri;Stomiiformes;Stomiidae;Chauliodus;Chauliodus sloani,Eukaryota;Chordata;Actinopteri;Stomiiformes;Stomiidae;Chauliodus;Chauliodus sloani,False,True,Chauliodus sloani,Species,urn:lsid:marinespecies.org:taxname:127338,Animalia,Chordata,Teleostei,Stomiiformes,Stomiidae,Chauliodus,Success_Batch_Chauliodus sloani,WoRMS
Eukaryota;Chordata;Actinopteri;Stomiiformes;Stomiidae;Heterophotus;Heterophotus ophistoma,Eukaryota;Chordata;Actinopteri;Stomiiformes;Stomiidae;Heterophotus;Heterophotus ophistoma,False,False,Heterophotus ophistoma,Species,urn:lsid:marinespecies.org:taxname:158733,Animalia,Chordata,Teleostei,Stomiiformes,Stomiidae,Heterophotus,Success_Batch_Heterophotus ophistoma,WoRMS
Eukaryota;Chordata;Actinopteri;Syngnathiformes;Callionymidae;Synchiropus;Synchiropus goodenbeani,Eukaryota;Chordata;Actinopteri;Syngnathiformes;Callionymidae;Synchiropus;Synchiropus goodenbeani,False,True,Synchiropus goodenbeani,Species,urn:lsid:marinespecies.org:taxname:712846,Animalia,Chordata,Teleostei,Callionymiformes,Callionymidae,Synchiropus,Success_Batch_Synchiropus goodenbeani,WoRMS
Eukaryota;Chordata;Actinopteri;Syngnathiformes;Callionymidae;Synchiropus;Synchiropus goodenbeani,Eukaryota;Chordata;Actinopteri;Syngnathiformes;Callionymidae;Synchiropus;Synchiropus goodenbeani,False,True,Synchiropus goodenbeani,Species,urn:lsid:marinespecies.org:taxname:712846,Animalia,Chordata,Teleostei,Callionymiformes,Callionymidae,Synchiropus,Success_Batch_Synchiropus goodenbeani,WoRMS
Eukaryota;Chordata;Actinopteri;Syngnathiformes;Centriscidae;Macroramphosus;NA,Eukaryota;Chordata;Actinopteri;Syngnathiformes;Centriscidae;Macroramphosus;NA,False,True,Macroramphosus,Genus,urn:lsid:marinespecies.org:taxname:126222,Animalia,Chordata,Teleostei,Syngnathiformes,Centriscidae,Macroramphosus,Success_Batch_Macroramphosus,WoRMS
Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Bryx;Bryx dunckeri,Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Bryx;Bryx dunckeri,False,True,Bryx dunckeri,Species,urn:lsid:marinespecies.org:taxname:159444,Animalia,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Bryx,Success_Batch_Bryx dunckeri,WoRMS
Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Balistes;Balistes capriscus,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Balistes;Balistes capriscus,False,True,Balistes capriscus,Species,urn:lsid:marinespecies.org:taxname:154721,Animalia,Chordata,Teleostei,Tetraodontiformes,Balistidae,Balistes,Success_Batch_Balistes capriscus,WoRMS
Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Diodontidae;Chilomycterus;Chilomycterus schoepfii,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Diodontidae;Chilomycterus;Chilomycterus schoepfii,False,True,Chilomycterus schoepfii,Species,urn:lsid:marinespecies.org:taxname:159488,Animalia,Chordata,Teleostei,Tetraodontiformes,Diodontidae,Chilomycterus,Success_Batch_Chilomycterus schoepfii,WoRMS
Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Molidae;Masturus;Masturus lanceolatus,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Molidae;Masturus;Masturus lanceolatus,False,True,Masturus lanceolatus,Species,urn:lsid:marinespecies.org:taxname:127404,Animalia,Chordata,Teleostei,Tetraodontiformes,Molidae,Masturus,Success_Batch_Masturus lanceolatus,WoRMS
Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Canthigaster,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Canthigaster,False,True,Canthigaster,Genus,urn:lsid:marinespecies.org:taxname:126238,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Canthigaster,Success_Batch_Canthigaster,WoRMS
Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Canthigaster;Canthigaster rostrata,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Canthigaster;Canthigaster rostrata,False,False,Canthigaster rostrata,Species,urn:lsid:marinespecies.org:taxname:127411,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Canthigaster,Success_Batch_Canthigaster rostrata,WoRMS
Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus laevigatus,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus laevigatus,False,True,Lagocephalus laevigatus,Species,urn:lsid:marinespecies.org:taxname:158933,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Lagocephalus,Success_Batch_Lagocephalus laevigatus,WoRMS
Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus laevigatus,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus laevigatus,False,False,Lagocephalus laevigatus,Species,urn:lsid:marinespecies.org:taxname:158933,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Lagocephalus,Success_Batch_Lagocephalus laevigatus,WoRMS
Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Sphoeroides;Sphoeroides dorsalis,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Sphoeroides;Sphoeroides dorsalis,False,True,Sphoeroides dorsalis,Species,urn:lsid:marinespecies.org:taxname:275274,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Sphoeroides,Success_Batch_Sphoeroides dorsalis,WoRMS
Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Sphoeroides;Sphoeroides dorsalis,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Sphoeroides;Sphoeroides dorsalis,False,True,Sphoeroides dorsalis,Species,urn:lsid:marinespecies.org:taxname:275274,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Sphoeroides,Success_Batch_Sphoeroides dorsalis,WoRMS
Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Steno;Steno bredanensis,Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Steno;Steno bredanensis,False,False,Steno bredanensis,Species,urn:lsid:marinespecies.org:taxname:137110,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Steno,Success_Batch_Steno bredanensis,WoRMS
Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Tursiops;Tursiops truncatus,Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Tursiops;Tursiops truncatus,False,False,Tursiops truncatus,Species,urn:lsid:marinespecies.org:taxname:137111,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Tursiops,Success_Batch_Tursiops truncatus,WoRMS
